id,duration,show_name,show_description,genres,episode_name,episode_description,explicit,category
245,18.5,Snacks Daily,"Digestible financial news. Get smarter fast with an entertaining breakdown of our top 3 business stories in 15 minutes. Pairs perfectly with your commute, workout, or morning oatmeal ritual. Hosted by Jack Kramer and Nick Martell.","Business, News, Investing, Business News",“GameStop isn’t Blockbuster” — GameStop’s 100% week. Poshmark’s IPO outfit. Computer chips’ wild moment.,"Poshmark pulled off the double-double IPO, but we don’t think it’s really an ecommerce company. GameStop’s stock (say 5 times fast) surged 100% in the last week, so we’re looking at why it’s no longer dead. And computer chips have never been in higher demand — and the industry has never seen so much drama.",no,Business & Technology
246,19,Snacks Daily,"Digestible financial news. Get smarter fast with an entertaining breakdown of our top 3 business stories in 15 minutes. Pairs perfectly with your commute, workout, or morning oatmeal ritual. Hosted by Jack Kramer and Nick Martell.","Business, News, Investing, Business News",“The power is in the plumbing” — Visa cancels Plaid. GM Teslafies itself. KB Homes’ backlog secret.,"General Motors just did its best impression of Tesla (and it was good enough to pop the stock to an all-time high). We noticed 3 lines in KB Homes’ earnings report that tell us everything about the real estate market in 2021. And Visa just canceled its $5B acquisition of Plaid, which will change the future of your credit card.",no,Business & Technology
247,105,The Tim Ferriss Show,"Tim Ferriss is a self-experimenter and bestselling author, best known for The 4-Hour Workweek, which has been translated into 40+ languages.  Newsweek calls him ""the world's best human guinea pig,"" and The New York Times calls him ""a cross between Jack Welch and a Buddhist monk.""  In this show, he deconstructs world-class performers from eclectic areas (investing, chess, pro sports, etc.), digging deep to find the tools, tactics, and tricks that listeners can use.
    ","Business, Entrepreneurship, Marketing, Self-Help, Education, Health & Fitness, Careers, Investing, Startup, Personal Finance","#507: Dr. Adam Gazzaley, UCSF — Brain Optimization and The Future of Psychedelic Medicine","Dr. Adam Gazzaley, UCSF — Brain Optimization and The Future of Psychedelic Medicine | Brought to you by Wealthfront automated investing, ExpressVPN virtual private network service, and Allform premium, modular furniture. Adam Gazzaley, MD, PhD (@adamgazz), is the David Dolby Distinguished Professor of Neurology, Physiology, and Psychiatry at the University of California, San Francisco, and the founder and executive director of Neuroscape, a translational neuroscience center engaged in technology development and scientific research of novel brain assessments and optimization tools. Adam is co-founder and chief science advisor of Akili Interactive, Sensync, and JAZZ Venture Partners. He has been a scientific adviser for more than a dozen technology companies, including Apple, GE, Nielsen, and Deloitte. Adam has filed multiple patents — notably his invention of the first video game cleared by the FDA — authored more than 150 scientific articles, and delivered over 675 invited presentations around the world. He wrote and hosted the nationally televised PBS special The Distracted Mind with Dr. Adam Gazzaley and co-authored The Distracted Mind: Ancient Brains in a High-Tech World, winner of the 2017 PROSE Award. Adam has received many awards and honors, including the 2015 Science Educator Award and the 2020 Global Gaming Citizen Honor. Visit this page to learn more about the Neuroscape Psychedelic Division, which is dedicated to advancing the field of psychedelic science and medicine through multi-level research covering basic to translational to clinical science.",no,Business & Technology
248,223.5,The Tim Ferriss Show,"Tim Ferriss is a self-experimenter and bestselling author, best known for The 4-Hour Workweek, which has been translated into 40+ languages.  Newsweek calls him ""the world's best human guinea pig,"" and The New York Times calls him ""a cross between Jack Welch and a Buddhist monk.""  In this show, he deconstructs world-class performers from eclectic areas (investing, chess, pro sports, etc.), digging deep to find the tools, tactics, and tricks that listeners can use.
    ","Business, Entrepreneurship, Marketing, Self-Help, Education, Health & Fitness, Careers, Investing, Startup, Personal Finance","#506: Balaji Srinivasan on The Future of Bitcoin and Ethereum, How to Become Noncancelable, the Path to Personal Freedom and Wealth in a New World, the Changing Landscape of Warfare, and More","Balaji Srinivasan on The Future of Bitcoin and Ethereum, How to Become Noncancelable, the Path to Personal Freedom and Wealth in a New World, the Changing Landscape of Warfare, and More | Brought to you by Wealthfront automated investing, Athletic Greens all-in-one nutritional supplement, and Helix Sleep premium mattresses. More on all three below. “If code scripts machines, media scripts human beings.” — Balaji Srinivasan Balaji S. Srinivasan (@balajis) is an angel investor and entrepreneur. Formerly the CTO of Coinbase and General Partner at Andreessen Horowitz, he was also the co-founder of Earn.com (acquired by Coinbase), Counsyl (acquired by Myriad), Teleport (acquired by Topia), and Coin Center. He was named to the MIT Technology Review’s “Innovators Under 35”, won a Wall Street Journal Innovation Award, and holds a BS/MS/PhD in Electrical Engineering and an MS in Chemical Engineering, all from Stanford University. Balaji also teaches the occasional class at Stanford, including an online MOOC in 2013, which reached 250,000+ students worldwide. To learn more about Balaji’s most recent project, visit 1729.com, a newsletter that pays you. They’re giving out $1,000 in BTC each day for completing tasks and tutorials. Subscribers also receive chapters from Balaji’s new (free) book, The Network State",no,Business & Technology
249,106,The Tim Ferriss Show,"Tim Ferriss is a self-experimenter and bestselling author, best known for The 4-Hour Workweek, which has been translated into 40+ languages.  Newsweek calls him ""the world's best human guinea pig,"" and The New York Times calls him ""a cross between Jack Welch and a Buddhist monk.""  In this show, he deconstructs world-class performers from eclectic areas (investing, chess, pro sports, etc.), digging deep to find the tools, tactics, and tricks that listeners can use.
    ","Business, Entrepreneurship, Marketing, Self-Help, Education, Health & Fitness, Careers, Investing, Startup, Personal Finance","#505: Elizabeth Lesser on Building Omega Institute, ADD (Authenticity Deficit Disorder), and Seeking The Emotion of Illumination","Elizabeth Lesser on Building Omega Institute, ADD (Authenticity Deficit Disorder), and Seeking The Emotion of Illumination | Brought to you by Tonal smart home gym, Laird Superfood clean, plant-based creamers, and Allform premium, modular furniture. More on all three below. Elizabeth Lesser (@ElizabethLesser) is a bestselling author and the co-founder of Omega Institute, the renowned conference and retreat center located in Rhinebeck, New York. Elizabeth’s first book, The Seeker’s Guide, chronicles her years at Omega and distills lessons learned into a potent guide for growth and healing. Her New York Times bestselling book, Broken Open: How Difficult Times Can Help Us Grow, has sold almost 500,000 copies and has been translated into 20 languages. Her third book, Marrow, chronicles the journey Elizabeth and her younger sister went through when Elizabeth was the donor for her sister’s bone marrow transplant. Her newest book, Cassandra Speaks: When Women Are the Storytellers, the Human Story Changes, reveals how humanity has outgrown its origin tales and hero myths. Elizabeth has given two popular TED talks and is one of Oprah Winfrey’s Supersoul 100, a collection of a hundred leaders who are using their voices and talent to elevate humanity. She co-founded Omega Institute in 1977 — a time when a variety of fresh ideas were sprouting in American culture. Since then, the Institute has been at the forefront of holistic education, offering workshops and conferences in integrative medicine, meditation and yoga, cross-cultural arts and creativity, ecumenical spirituality, and social change. Each year close to 30,000 people participate in Omega’s programs on its campus, and more than a million people visit its website for online learning.",no,Business & Technology
250,131.5,The Tim Ferriss Show,"Tim Ferriss is a self-experimenter and bestselling author, best known for The 4-Hour Workweek, which has been translated into 40+ languages.  Newsweek calls him ""the world's best human guinea pig,"" and The New York Times calls him ""a cross between Jack Welch and a Buddhist monk.""  In this show, he deconstructs world-class performers from eclectic areas (investing, chess, pro sports, etc.), digging deep to find the tools, tactics, and tricks that listeners can use.
    ","Business, Entrepreneurship, Marketing, Self-Help, Education, Health & Fitness, Careers, Investing, Startup, Personal Finance","#504: Vitalik Buterin, Creator of Ethereum, on Understanding Ethereum, ETH vs. BTC, ETH2, Scaling Plans and Timelines, NFTs, Future Considerations, Life Extension, and More (Featuring Naval Ravikant)","Vitalik Buterin, Creator of Ethereum, on Understanding Ethereum, ETH vs. BTC, ETH2, Scaling Plans and Timelines, NFTs, Future Considerations, Life Extension, and More (Featuring Naval Ravikant) | Brought to you by Wealthfront automated investing, Pique's Daily Immune (Vitamin C optimized for absorption), and Theragun percussive muscle therapy devices. Vitalik Buterin (@VitalikButerin) is the creator of Ethereum. He first discovered blockchain and cryptocurrency technologies through Bitcoin in 2011, and was immediately excited by the technology and its potential. He co-founded Bitcoin magazine in September 2011, and after two and a half years looking at what the existing blockchain technology and applications had to offer, wrote the Ethereum white paper in November 2013. He now leads Ethereum’s research team, working on future versions of the Ethereum protocol. In 2014, Vitalik was a recipient of the two-year Thiel Fellowship, tech billionaire Peter Thiel’s project that awards $100,000 to 20 promising innovators under 20 so they can pursue their inventions in lieu of a post-secondary institution. You can find his website at vitalik.ca. Naval Ravikant (@naval) is the co-founder and chairman of AngelList. He is an angel investor and has invested in more than 100 companies, including many mega-successes, such as Twitter, Uber, Notion, Opendoor, Postmates, and Wish. You can subscribe to Naval, his podcast on wealth and happiness, on Apple Podcasts, Spotify, Overcast, or wherever you get your podcasts. You can also find his blog at nav.al.",no,Business & Technology
251,85,The Tim Ferriss Show,"Tim Ferriss is a self-experimenter and bestselling author, best known for The 4-Hour Workweek, which has been translated into 40+ languages.  Newsweek calls him ""the world's best human guinea pig,"" and The New York Times calls him ""a cross between Jack Welch and a Buddhist monk.""  In this show, he deconstructs world-class performers from eclectic areas (investing, chess, pro sports, etc.), digging deep to find the tools, tactics, and tricks that listeners can use.
    ","Business, Entrepreneurship, Marketing, Self-Help, Education, Health & Fitness, Careers, Investing, Startup, Personal Finance","#503: Walter Isaacson on CRISPR, Jennifer Doudna, Gene Editing, and the Future of the Human Race","Walter Isaacson on CRISPR, Jennifer Doudna, Gene Editing, and the Future of the Human Race | Brought to you by Magic Spoon delicious low-carb cereal, LinkedIn Jobs recruitment platform with ~720M users, and Eight Sleep’s Pod Pro Cover sleeping solution for dynamic cooling and heating. More on all three below. Walter Isaacson (@WalterIsaacson) is a professor of history at Tulane, has been CEO of the Aspen Institute, chair of CNN, and editor of Time. He is the author of Leonardo da Vinci; The Innovators; Steve Jobs; Einstein: His Life and Universe; Benjamin Franklin: An American Life; and Kissinger: A Biography. He is co-author of The Wise Men: Six Friends and the World They Made. His new book is The Code Breaker: Jennifer Doudna, Gene Editing, and the Future of the Human Race.",no,Business & Technology
252,82.5,The Tim Ferriss Show,"Tim Ferriss is a self-experimenter and bestselling author, best known for The 4-Hour Workweek, which has been translated into 40+ languages.  Newsweek calls him ""the world's best human guinea pig,"" and The New York Times calls him ""a cross between Jack Welch and a Buddhist monk.""  In this show, he deconstructs world-class performers from eclectic areas (investing, chess, pro sports, etc.), digging deep to find the tools, tactics, and tricks that listeners can use.
    ","Business, Entrepreneurship, Marketing, Self-Help, Education, Health & Fitness, Careers, Investing, Startup, Personal Finance","#502: Jordan Peterson on Rules for Life, Psychedelics, The Bible, and Much More","Jordan Peterson on Rules for Life, Psychedelics, The Bible, and Much More | Brought to you by Wealthfront automated investing, Helix Sleep premium mattresses, and Athletic Greens all-in-one nutritional supplement. More on all three below. Jordan B. Peterson (@jordanbpeterson) has taught mythology to lawyers, doctors, and business people, consulted for the UN secretary general, helped his clinical clients manage depression, obsessive-compulsive disorder, anxiety, and schizophrenia, served as an adviser to senior partners of major Canadian law firms, and lectured extensively in North America and Europe. With his students and colleagues at Harvard and the University of Toronto, Dr. Peterson has published more than one hundred scientific papers, transforming the modern understanding of personality, as his book Maps of Meaning: The Architecture of Belief revolutionized the psychology of religion. His book 12 Rules for Life: An Antidote to Chaos was published in 2018 and has sold more than 4 million copies internationally. His latest book is Beyond Order: 12 More Rules for Life.",no,Business & Technology
253,40,The Ramsey Show,"Take control of your life and money once and for all. The Ramsey Show offers up straight talk from Dave Ramsey and his team of co-hosts. Millions listen in as callers from all walks of life learn how to get out of debt and start building for the future. Check out one of Apples most popular podcasts! For more information, visit www.ramseysolutions.com","Personal Finance, Investing, Business",I Spend Too Much On Take-Out and Delivery,"Debt, Education, Retirement, Home Selling",no,Business & Technology
254,40.5,The Ramsey Show,"Take control of your life and money once and for all. The Ramsey Show offers up straight talk from Dave Ramsey and his team of co-hosts. Millions listen in as callers from all walks of life learn how to get out of debt and start building for the future. Check out one of Apples most popular podcasts! For more information, visit www.ramseysolutions.com","Personal Finance, Investing, Business",Should We Involve Our Teens in a Big Family Decision?,"Relationships, Education, Savings, Debt, Career",no,Business & Technology
255,40.5,The Ramsey Show,"Take control of your life and money once and for all. The Ramsey Show offers up straight talk from Dave Ramsey and his team of co-hosts. Millions listen in as callers from all walks of life learn how to get out of debt and start building for the future. Check out one of Apples most popular podcasts! For more information, visit www.ramseysolutions.com","Personal Finance, Investing, Business",My Wife Keeps Failing College After 8 Years!,"Insurance, Debt, Relationships, Budgeting, Retirement",no,Business & Technology
256,39.5,The Ramsey Show,"Take control of your life and money once and for all. The Ramsey Show offers up straight talk from Dave Ramsey and his team of co-hosts. Millions listen in as callers from all walks of life learn how to get out of debt and start building for the future. Check out one of Apples most popular podcasts! For more information, visit www.ramseysolutions.com","Personal Finance, Investing, Business","My Insurance Won't Cover My $55,000 Life-Flight Transport Bill","Debt, Savings, Relationships",no,Business & Technology
257,40,The Ramsey Show,"Take control of your life and money once and for all. The Ramsey Show offers up straight talk from Dave Ramsey and his team of co-hosts. Millions listen in as callers from all walks of life learn how to get out of debt and start building for the future. Check out one of Apples most popular podcasts! For more information, visit www.ramseysolutions.com","Personal Finance, Investing, Business",You Can't Out-Earn Stupidity!,"Debt, Home Buying, Investing, Savings",no,Business & Technology
258,40,The Ramsey Show,"Take control of your life and money once and for all. The Ramsey Show offers up straight talk from Dave Ramsey and his team of co-hosts. Millions listen in as callers from all walks of life learn how to get out of debt and start building for the future. Check out one of Apples most popular podcasts! For more information, visit www.ramseysolutions.com","Personal Finance, Investing, Business",How Do I Learn To Be More Patient About My Life and Career,"Debt, Savings, Career",no,Business & Technology
259,152.5,Lex Fridman Podcast,"Conversations about science, technology, history, philosophy and the nature of intelligence, consciousness, love, and power. Lex is an AI researcher at MIT and beyond.","AI & Data Science, Technology","#173 – Nic Carter: Bitcoin Core Values, Layered Scaling, and Blocksize Debates","Nic Carter is a financial researcher, investor, writer, and podcaster on topics of decentralized finance.",no,Business & Technology
260,152,Lex Fridman Podcast,"Conversations about science, technology, history, philosophy and the nature of intelligence, consciousness, love, and power. Lex is an AI researcher at MIT and beyond.","AI & Data Science, Technology",#172 – Ryan Schiller: Librex and the Free Exchange of Ideas on College Campuses,"Ryan Schiller is the creator of Librex, an anonymous discussion feed for college communities.",no,Business & Technology
261,189,Lex Fridman Podcast,"Conversations about science, technology, history, philosophy and the nature of intelligence, consciousness, love, and power. Lex is an AI researcher at MIT and beyond.","AI & Data Science, Technology",#171 – Anthony Pompliano: Bitcoin,"Anthony Pompliano is an entrepreneur, investor, writer, and podcaster on topics of decentralized finance.",no,Business & Technology
262,111.5,Lex Fridman Podcast,"Conversations about science, technology, history, philosophy and the nature of intelligence, consciousness, love, and power. Lex is an AI researcher at MIT and beyond.","AI & Data Science, Technology",#170 – Ronald Sullivan: The Ideal of Justice in the Face of Controversy and Evil,Ronald Sullivan is a law professor at Harvard and previously a lawyer for Harvey Weinstein and Aaron Hernandez.,no,Business & Technology
263,121,Lex Fridman Podcast,"Conversations about science, technology, history, philosophy and the nature of intelligence, consciousness, love, and power. Lex is an AI researcher at MIT and beyond.","AI & Data Science, Technology","#168 – Silvio Micali: Cryptocurrency, Blockchain, Algorand, Bitcoin, and Ethereum","Silvio Micali is a computer scientist at MIT, Turing award winner, and founder of Algorand.",no,Business & Technology
264,197,Lex Fridman Podcast,"Conversations about science, technology, history, philosophy and the nature of intelligence, consciousness, love, and power. Lex is an AI researcher at MIT and beyond.","AI & Data Science, Technology","#167 – Saagar Enjeti: Politics, History, and Power",Saagar Enjeti is a DC-based political correspondent and podcaster.,no,Business & Technology
265,52,Freakonomics Radio,"Discover the hidden side of everything with Stephen J. Dubner, co-author of the Freakonomics books. Each week, Freakonomics Radio tells you things you always thought you knew (but didnt) and things you never thought you wanted to know (but do) €” from the economics of sleep to how to become great at just about anything. Dubner speaks with Nobel laureates and provocateurs, intellectuals and entrepreneurs, and various other underachievers. ","Personal Finance, AI & Data Science, Education, Management, Investing, Society & Culture, Business",456. How to Fix the Hot Mess of U.S. Healthcare,"Medicine has evolved from a calling into an industry, adept at dispensing procedures and pills (and gigantic bills), but less good at actual health. Most reformers call for big, bold action. What happens if, instead, you think small?",no,Business & Technology
266,46,Freakonomics Radio,"Discover the hidden side of everything with Stephen J. Dubner, co-author of the Freakonomics books. Each week, Freakonomics Radio tells you things you always thought you knew (but didnt) and things you never thought you wanted to know (but do) €” from the economics of sleep to how to become great at just about anything. Dubner speaks with Nobel laureates and provocateurs, intellectuals and entrepreneurs, and various other underachievers. ","Personal Finance, AI & Data Science, Education, Management, Investing, Society & Culture, Business",Policymaking Is Not a Science (Yet) (Ep. 405 Rebroadcast),"Why do so many promising solutions — in education, medicine, criminal justice, etc. — fail to scale up into great policy? And can a new breed of “implementation scientists” crack the code?",no,Business & Technology
267,52.5,Freakonomics Radio,"Discover the hidden side of everything with Stephen J. Dubner, co-author of the Freakonomics books. Each week, Freakonomics Radio tells you things you always thought you knew (but didnt) and things you never thought you wanted to know (but do) €” from the economics of sleep to how to become great at just about anything. Dubner speaks with Nobel laureates and provocateurs, intellectuals and entrepreneurs, and various other underachievers. ","Personal Finance, AI & Data Science, Education, Management, Investing, Society & Culture, Business",How Does New York City Keep Reinventing Itself? (Bonus),"In a word: networks. Once it embraced information as its main currency, New York was able to climb out of a deep fiscal (and psychic) pit. Will that magic trick still work after Covid? In this installment of the Freakonomics Radio Book Club, guest host Kurt Andersen interviews Thomas Dyja, author of New York, New York, New York: Four Decades of Success, Excess and Transformation.",no,Business & Technology
268,44,Freakonomics Radio,"Discover the hidden side of everything with Stephen J. Dubner, co-author of the Freakonomics books. Each week, Freakonomics Radio tells you things you always thought you knew (but didnt) and things you never thought you wanted to know (but do) €” from the economics of sleep to how to become great at just about anything. Dubner speaks with Nobel laureates and provocateurs, intellectuals and entrepreneurs, and various other underachievers. ","Personal Finance, AI & Data Science, Education, Management, Investing, Society & Culture, Business",455. Are You Ready for a Fresh Start?,"Behavioral scientists have been exploring if — and when — a psychological reset can lead to lasting change. We survey evidence from the London Underground, Major League Baseball, and New Year’s resolutions; we look at accidental fresh starts, forced fresh starts, and fresh starts that backfire. And we wonder: will the pandemic’s end provide the biggest fresh start ever?",no,Business & Technology
269,45.5,Freakonomics Radio,"Discover the hidden side of everything with Stephen J. Dubner, co-author of the Freakonomics books. Each week, Freakonomics Radio tells you things you always thought you knew (but didnt) and things you never thought you wanted to know (but do) €” from the economics of sleep to how to become great at just about anything. Dubner speaks with Nobel laureates and provocateurs, intellectuals and entrepreneurs, and various other underachievers. ","Personal Finance, AI & Data Science, Education, Management, Investing, Society & Culture, Business",454. Should Traffic Lights Be Abolished?,"Americans are so accustomed to the standard intersection that we rarely consider how dangerous it can be — as well as costly, time-wasting, and polluting. Is it time to embrace the lowly, lovely roundabout?",no,Business & Technology
270,57,Freakonomics Radio,"Discover the hidden side of everything with Stephen J. Dubner, co-author of the Freakonomics books. Each week, Freakonomics Radio tells you things you always thought you knew (but didnt) and things you never thought you wanted to know (but do) €” from the economics of sleep to how to become great at just about anything. Dubner speaks with Nobel laureates and provocateurs, intellectuals and entrepreneurs, and various other underachievers. ","Personal Finance, AI & Data Science, Education, Management, Investing, Society & Culture, Business",453. A Rescue Plan for Black America,"New York Times columnist Charles Blow argues that white supremacy in America will never fully recede, and that it’s time for Black people to do something radical about it. In The Devil You Know: A Black Power Manifesto, he urges a “reverse migration” to the South to consolidate political power and create a region where it’s safe to be Black. (This is an episode of the Freakonomics Radio Book Club.)",no,Business & Technology
271,45.5,American Scandal,"New episodes come out every Tuesday for free, with 1-week early access for Wondery+ subscribers.Every scandal begins with a lie. But the truth will come out. And then comes the fallout and the outrage.Scandals have shaped America since its founding. From business and politics to sports and society, we look on aghast as corruption, deceit and ambition bring down heroes and celebrities, politicians and moguls.&nbsp;And when the dust finally settles, were left to wonder: how did this happen? Where did they trip up, and who is to blame? From the creators of American History Tellers, Business Wars and Tides of History comes American Scandal, where we take you deep into the heart of Americas dark side to look at what drives someone to break the rules and what happens when theyre caught.&nbsp;Hosted by Lindsay Graham.<br>
    ","Music, True Crime, History, Society & Culture",The Red Scare | McCarthy on Trial,"Accusations emerge that Joseph McCarthy blackmailed the military. He faces investigations in the Senate, and a potentially devastating outcome.",no,History
272,47,American Scandal,"New episodes come out every Tuesday for free, with 1-week early access for Wondery+ subscribers.Every scandal begins with a lie. But the truth will come out. And then comes the fallout and the outrage.Scandals have shaped America since its founding. From business and politics to sports and society, we look on aghast as corruption, deceit and ambition bring down heroes and celebrities, politicians and moguls.&nbsp;And when the dust finally settles, were left to wonder: how did this happen? Where did they trip up, and who is to blame? From the creators of American History Tellers, Business Wars and Tides of History comes American Scandal, where we take you deep into the heart of Americas dark side to look at what drives someone to break the rules and what happens when theyre caught.&nbsp;Hosted by Lindsay Graham.<br>
    ","Music, True Crime, History, Society & Culture",The Red Scare | Fighting an Army,"Joseph McCarthy searches for communist infiltrators in the U.S. government. He lands on a big target, one that earns him a formidable enemy.",no,History
273,47,American Scandal,"New episodes come out every Tuesday for free, with 1-week early access for Wondery+ subscribers.Every scandal begins with a lie. But the truth will come out. And then comes the fallout and the outrage.Scandals have shaped America since its founding. From business and politics to sports and society, we look on aghast as corruption, deceit and ambition bring down heroes and celebrities, politicians and moguls.&nbsp;And when the dust finally settles, were left to wonder: how did this happen? Where did they trip up, and who is to blame? From the creators of American History Tellers, Business Wars and Tides of History comes American Scandal, where we take you deep into the heart of Americas dark side to look at what drives someone to break the rules and what happens when theyre caught.&nbsp;Hosted by Lindsay Graham.<br>
    ","Music, True Crime, History, Society & Culture",The Red Scare | Loyal Americans,"Joseph McCarthy gets help from powerful allies in Washington. As McCarthy’s influence grows, other senators weigh the political cost of challenging him.",no,History
274,46,American Scandal,"New episodes come out every Tuesday for free, with 1-week early access for Wondery+ subscribers.Every scandal begins with a lie. But the truth will come out. And then comes the fallout and the outrage.Scandals have shaped America since its founding. From business and politics to sports and society, we look on aghast as corruption, deceit and ambition bring down heroes and celebrities, politicians and moguls.&nbsp;And when the dust finally settles, were left to wonder: how did this happen? Where did they trip up, and who is to blame? From the creators of American History Tellers, Business Wars and Tides of History comes American Scandal, where we take you deep into the heart of Americas dark side to look at what drives someone to break the rules and what happens when theyre caught.&nbsp;Hosted by Lindsay Graham.<br>
    ","Music, True Crime, History, Society & Culture",The Red Scare | Tail Gunner Joe,"Joseph McCarthy dreams of a bigger life. He wants something beyond the farms of Wisconsin, something more important than cornfields and local disputes. He wants political power in Washington, D.C. And he has a plan to get it.",no,History
275,44.5,American Scandal,"New episodes come out every Tuesday for free, with 1-week early access for Wondery+ subscribers.Every scandal begins with a lie. But the truth will come out. And then comes the fallout and the outrage.Scandals have shaped America since its founding. From business and politics to sports and society, we look on aghast as corruption, deceit and ambition bring down heroes and celebrities, politicians and moguls.&nbsp;And when the dust finally settles, were left to wonder: how did this happen? Where did they trip up, and who is to blame? From the creators of American History Tellers, Business Wars and Tides of History comes American Scandal, where we take you deep into the heart of Americas dark side to look at what drives someone to break the rules and what happens when theyre caught.&nbsp;Hosted by Lindsay Graham.<br>
    ","Music, True Crime, History, Society & Culture",Bernie Madoff | Never Trust a Con Artist,"Bernie Madoff conned some of the smartest people in the world, from savvy investors to famous artists. All the while, he deceived government regulators. So how did he fool so many people, and for so long? Diana Henriques is a journalist and author who's written extensively about Madoff. In this interview, she describes what made him such a successful con man. And she warns about the possibility of another Bernie Madoff.",no,History
276,43,American Scandal,"New episodes come out every Tuesday for free, with 1-week early access for Wondery+ subscribers.Every scandal begins with a lie. But the truth will come out. And then comes the fallout and the outrage.Scandals have shaped America since its founding. From business and politics to sports and society, we look on aghast as corruption, deceit and ambition bring down heroes and celebrities, politicians and moguls.&nbsp;And when the dust finally settles, were left to wonder: how did this happen? Where did they trip up, and who is to blame? From the creators of American History Tellers, Business Wars and Tides of History comes American Scandal, where we take you deep into the heart of Americas dark side to look at what drives someone to break the rules and what happens when theyre caught.&nbsp;Hosted by Lindsay Graham.<br>
    ","Music, True Crime, History, Society & Culture",Bernie Madoff | Collapse,"The U.S. economy begins to fall apart. So Bernie Madoff takes a risk, and makes a fateful decision about his Ponzi scheme.",no,History
277,51,You're Wrong About,Mike and Sarah are journalists obsessed with the past. Every week they reconsider a person or event that's been miscast in the public imagination.,"True Crime, Education, History, Society & Culture, Arts",The O.J. Simpson Trial: From the Mixed-Up Files of Mr. F. Lee Bailey,"Bob Shapiro is on a mission from God, F. Lee Bailey joins the Dream Team, and we get in our DeLorean to meet two of the most notorious Florida Men of the '60s: Carl Coppolino and Murph the Surf. Digressions include Linda Evangelista, Patty Hearst, ""The Commitments"" and the upside of peaking in your 50s.",no,History
278,64.5,You're Wrong About,Mike and Sarah are journalists obsessed with the past. Every week they reconsider a person or event that's been miscast in the public imagination.,"True Crime, Education, History, Society & Culture, Arts",Vanessa Williams Part 2: Saving The Best For Last,"Special guest Cassie da Costa tells Mike and Sarah how Vanessa fell from grace and picked herself back up. Digressions include Stephen Sondheim, Rush Limbaugh and Joan Rivers. The tyranny of abs is discussed at length.",no,History
279,62,You're Wrong About,Mike and Sarah are journalists obsessed with the past. Every week they reconsider a person or event that's been miscast in the public imagination.,"True Crime, Education, History, Society & Culture, Arts",Bonus: Dr. Oz,Mike reached new levels of rantiness on his other show and we wanted to make sure all our beloved debunkmates knew. PLUS: A special announcement!,no,History
280,82,You're Wrong About,Mike and Sarah are journalists obsessed with the past. Every week they reconsider a person or event that's been miscast in the public imagination.,"True Crime, Education, History, Society & Culture, Arts",Vanessa Williams Part 1: Becoming Miss America,"Mike tells Sarah how a 20-year-old singer, actress and French horn player became Miss America with less than six months of practice. Digressions include Ted Bundy, Stephen King’s “It” and a bonus debunking of the ""bra-burning feminist"" trope. We're sorry to say that this episode includes a description of child sexual abuse.",no,History
281,82,You're Wrong About,Mike and Sarah are journalists obsessed with the past. Every week they reconsider a person or event that's been miscast in the public imagination.,"True Crime, Education, History, Society & Culture, Arts","Bonus: ""The Dark Knight""","Sarah's other show has a special guest! Maintenance Phase co-host Aubrey Gordon visits Why Are Dads to talk about Christopher Nolan, trash masculinity and the dwindling number of non-problematic superheroes.",no,History
282,49.5,You're Wrong About,Mike and Sarah are journalists obsessed with the past. Every week they reconsider a person or event that's been miscast in the public imagination.,"True Crime, Education, History, Society & Culture, Arts",The O.J. Simpson Trial: The DeLorean Detour,"To tell the story of the ""dream team"" we must begin by going back to the future. This week we learn why O.J. Simpson fired the man who defended John DeLorean and why a briefcase of cocaine isn’t always a smoking gun. Digressions include Bob’s Big Boy, Margaret Thatcher and the Fonz.",no,History
283,36.5,Lore,"Lore is a bi-weekly podcast (as well as a TV show and book series) about dark historical tales. Each episode explores the mysterious creatures, tragic events, and unusual places that fill the pages of history. Because sometimes the truth is more frightening than fiction.","True Crime, Books, Education, TV & Film, History, Society & Culture, Arts, Storytelling, Fiction, Food",Episode 167: Deviation,"Death is one of life’s certainties, and the final chapter in each of our stories. And yet throughout history, there have been reports of those who have broken the rules—and the brave few who rose to the challenge to stop them.",no,History
284,33,Lore,"Lore is a bi-weekly podcast (as well as a TV show and book series) about dark historical tales. Each episode explores the mysterious creatures, tragic events, and unusual places that fill the pages of history. Because sometimes the truth is more frightening than fiction.","True Crime, Books, Education, TV & Film, History, Society & Culture, Arts, Storytelling, Fiction, Food",Episode 166: Toxic,"For thousands of years, humans have used a tool of violence to control their enemies, advance their careers, and remove their problems. And the only thing more frightening than the tool itself are the stories about the people who use it.",no,History
285,35,Lore,"Lore is a bi-weekly podcast (as well as a TV show and book series) about dark historical tales. Each episode explores the mysterious creatures, tragic events, and unusual places that fill the pages of history. Because sometimes the truth is more frightening than fiction.","True Crime, Books, Education, TV & Film, History, Society & Culture, Arts, Storytelling, Fiction, Food",Episode 165: On the Line,"Some places seem to straddle the boundary between one world and another. It’s a feature than can often generate charm and beauty, but sometimes it creates darker things, as the history of these historic islands demonstrates so well.",no,History
